"Code","Description","Version"
"Q60A","RETICLENDO&IMMUNITY DIS, MAJC","9.0"
"Q60B","RETICLENDO&IMMUNITY DIS, MINC","9.0"
"Q61A","RED BLOOD CELL DISORDERS, MAJC","9.0"
"Q61B","RED BLOOD CELL DISORDERS, INTC","9.0"
"Q61C","RED BLOOD CELL DISORDERS, MINC","9.0"
"Q62A","COAGULATION DISORDERS, MAJC","9.0"
"Q62B","COAGULATION DISORDERS, MINC","9.0"
"R01A","LYMPHMA&LEUKMA+MJR GI, MAJC","9.0"
"R01B","LYMPHMA&LEUKMA+MJR GI, MINC","9.0"
"R02A","OTH NPLSTC DIS+MJR GI, MAJC","9.0"
"R02B","OTH NPLSTC DIS+MJR GI, INTC","9.0"
"R02C","OTH NPLSTC DIS+MJR GI, MINC","9.0"
"R03A","LYMPHMA&LEUKMA+OTH GI, MAJC","9.0"
"R03B","LYMPHMA&LEUKMA+OTH GI, INTC","9.0"
"R03C","LYMPHMA&LEUKMA+OTH GI, MINC","9.0"
"R04A","OTH NPLSTC DIS+OTH GI, MAJC","9.0"
"R04B","OTH NPLSTC DIS+OTH GI, MINC","9.0"
"R05A","ALLOGENEIC BMT, AGE<=16Y/MAJC","9.0"
"R05B","ALLOGENEIC BMT, AGE>=17Y+MINC","9.0"
"R06A","AUTOLOGOUS BMT, MAJC","9.0"
"R06B","AUTOLOGOUS BMT, MINC","9.0"
"R60A","ACUTE LEUKAEMIA, MAJC","9.0"
"R60B","ACUTE LEUKAEMIA, INTC","9.0"
"R60C","ACUTE LEUKAEMIA, MINC","9.0"
"R61A","LYMPHOMA&N-ACUTE LEUK, MAJC","9.0"
"R61B","LYMPHOMA&N-ACUTE LEUK, INTC","9.0"
"U67A","PERSONLTY DIS&ACUTE REACT,MAJC","9.0"
"U67B","PERSONLTY DIS&ACUTE REACT,MINC","9.0"
"U68A","CHILDHOOD MENTAL DIS, MAJC","9.0"
"U68B","CHILDHOOD MENTAL DIS, MINC","9.0"
"V60A","ALCOHOL INTOX & WITHDRWL, MAJC","9.0"
"V60B","ALCOHOL INTOX & WITHDRWL, MINC","9.0"
"V61A","DRUG INTOXN&WITHDRAWAL, MAJC","9.0"
"V61B","DRUG INTOXN&WITHDRAWAL, MINC","9.0"
"V62A","ALCOHOL USE & DEPENDENCE, MAJC","9.0"
"J14Z","MAJOR BREAST RECONSTRUCTIONS","9.0"
"J60A","SKIN ULCERS, MAJC","9.0"
"J60B","SKIN ULCERS, INTC","9.0"
"J60C","SKIN ULCERS, MINC","9.0"
"J62A","MALIGNANT BREAST DIS, MAJC","9.0"
"J62B","MALIGNANT BREAST DIS, MINC","9.0"
"J63A","NON-MALIGNANT BREAST DIS, MAJC","9.0"
"J63B","NON-MALIGNANT BREAST DIS, MINC","9.0"
"J64A","CELLULITIS, MAJC","9.0"
"J64B","CELLULITIS, MINC","9.0"
"J65A","TRAUMA TO SKN,SUB TIS&BST,MAJC","9.0"
"J65B","TRAUMA TO SKN,SUB TIS&BST,MINC","9.0"
"J67A","MINOR SKIN DISORDERS, MAJC","9.0"
"J67B","MINOR SKIN DISORDERS, MINC","9.0"
"J68A","MAJOR SKIN DISORDERS, MAJC","9.0"
"J68B","MAJOR SKIN DISORDERS, MINC","9.0"
"J69A","SKIN MALIGNANCY, MAJC","9.0"
"K64A","ENDOCRINE DISORDERS, MAJC","9.0"
"K64B","ENDOCRINE DISORDERS, MINC","9.0"
"L02A","OP INS PERI CTH DIALYSIS, MAJC","9.0"
"L02B","OP INS PERI CTH DIALYSIS, MINC","9.0"
"L03A","KDNY,URT&MJR BLDR PR NPSM,MAJC","9.0"
"L03B","KDNY,URT&MJR BLDR PR NPSM,INTC","9.0"
"L03C","KDNY,URT&MJR BLDR PR NPSM,MINC","9.0"
"L04A","KDY,URT&MJR BLDR PR N-NPM,MAJC","9.0"
"L04B","KDY,URT&MJR BLDR PR N-NPM,INTC","9.0"
"L04C","KDY,URT&MJR BLDR PR N-NPM,MINC","9.0"
"L05A","TRANSURTH PROSTMY,URI DIS,MAJC","9.0"
"L05B","TRANSURTH PROSTMY,URI DIS,MINC","9.0"
"L06A","MINOR BLADDER PROCEDURES, MAJC","9.0"
"L06B","MINOR BLADDER PROCEDURES, INTC","9.0"
"L06C","MINOR BLADDER PROCEDURES, MINC","9.0"
"L07A","OTH TRANSURETHRAL PROCS, MAJC","9.0"
"L07B","OTH TRANSURETHRAL PROCS, MINC","9.0"
"L08A","URETHRAL PROCEDURES, MAJC","9.0"
"L08B","URETHRAL PROCEDURES, MINC","9.0"
"L09A","OTH PR KIDNY&URNRY TR DIS,MAJC","9.0"
"L09B","OTH PR KIDNY&URNRY TR DIS,INTC","9.0"
"L09C","OTH PR KIDNY&URNRY TR DIS,MINC","9.0"
"L10A","KDNY TRANSPLNT, AGE<=16Y/MAJC","9.0"
"L10B","KDNY TRANSPLNT, AGE>=17Y+MINC","9.0"
"L40Z","URETEROSCOPY","9.0"
"L41Z","CYSTOURETHROSCOPY URI DIS, SD","9.0"
"L42Z","ESW LITHOTRIPSY","9.0"
"L60A","KIDNEY FAILURE, MAJC","9.0"
"L60B","KIDNEY FAILURE, INTC","9.0"
"L60C","KIDNEY FAILURE, MINC","9.0"
"L61Z","HAEMODIALYSIS","9.0"
"L62A","KDNY&UNRY TR NEOPLASMS, MAJC","9.0"
"L62B","KDNY&UNRY TR NEOPLASMS, INTC","9.0"
"L62C","KDNY&UNRY TR NEOPLASMS, MINC","9.0"
"L63A","KDNY&UNRY TR INFECTIONS, MAJC","9.0"
"L63B","KDNY&UNRY TR INFECTIONS, MINC","9.0"
"L64A","URINARY STONES & OBSTR, MAJC","9.0"
"L64B","URINARY STONES & OBSTR, MINC","9.0"
"L65A","KDNY&UNRY TR SGNS&SYMPS, MAJC","9.0"
"L65B","KDNY&UNRY TR SGNS&SYMPS, MINC","9.0"
"L66Z","URETHRAL STRICTURE","9.0"
"L67A","OTH KIDNY&URNRY TRCT DIS, MAJC","9.0"
"L67B","OTH KIDNY&URNRY TRCT DIS, INTC","9.0"
"L67C","OTH KIDNY&URNRY TRCT DIS, MINC","9.0"
"L68Z","PERITONEAL DIALYSIS","9.0"
"M03B","PENIS PROCEDURES, MINC","9.0"
"M04Z","TESTES PROCEDURES","9.0"
"M05Z","CIRCUMCISION","9.0"
"M06A","OTH MALE REPROD SYS GI,MAJC","9.0"
"M06B","OTH MALE REPROD SYS GI,MINC","9.0"
"M40Z","CYSTURTHRSCPY,MALE REPR DIS,SD","9.0"
"M60A","MALE REPR SYS MALIG, MAJC","9.0"
"M60B","MALE REPR SYS MALIG, MINC","9.0"
"M61A","BENIGN PROSTATIC HYPERTR, MAJC","9.0"
"M61B","BENIGN PROSTATIC HYPERTR, MINC","9.0"
"M62A","MALE REPROD SYS INFLAMM, MAJC","9.0"
"M62B","MALE REPROD SYS INFLAMM, MINC","9.0"
"M63Z","MALE STERILISATION PROCS","9.0"
"M64A","OTHER MALE REPROD SYS DIS,MAJC","9.0"
"M64B","OTHER MALE REPROD SYS DIS,MINC","9.0"
"N01Z","PELVIC EVISC & RAD VLVMY","9.0"
"N04A","HYSTERECTOMY FOR N-MAL, MAJC","9.0"
"N04B","HYSTERECTOMY FOR N-MAL, MINC","9.0"
"N05A","OOPH&COM FAL TBE PR N-MAL,MAJC","9.0"
"N05B","OOPH&COM FAL TBE PR N-MAL,MINC","9.0"
"N06A","FEM REP SYS RECON PROC, MAJC","9.0"
"N06B","FEM REP SYS RECON PROC, MINC","9.0"
"N07A","OTH UTRS & ADNX PR N-MAL, MAJC","9.0"
"N07B","OTH UTRS & ADNX PR N-MAL, MINC","9.0"
"N08Z","ENDOS & LAPAR PR, FEM REPR SYS","9.0"
"N09A","OTH VAG,CERVIX&VULVA PR, MAJC","9.0"
"N09B","OTH VAG,CERVIX&VULVA PR, MINC","9.0"
"N10Z","DXC CURETTGE, DXC HYSTEROSCOPY","9.0"
"N11A","OTH FEM REPROD SYS GI, MAJC","9.0"
"N11B","OTH FEM REPROD SYS GI, MINC","9.0"
"N12A","UTERUS & ADNEXA PR MALIG, MAJC","9.0"
"N12B","UTERUS & ADNEXA PR MALIG, INTC","9.0"
"N12C","UTERUS & ADNEXA PR MALIG, MINC","9.0"
"N60A","FEMALE REPROD SYS MALIG, MAJC","9.0"
"N60B","FEMALE REPROD SYS MALIG, MINC","9.0"
"N61A","FEM REPROD SYS INFECT, MAJC","9.0"
"N61B","FEM REPROD SYS INFECT, MINC","9.0"
"N62A","MNSTRL&OTH FEM REPR DIS, MAJC","9.0"
"I18A","OTHER KNEE PROCEDURES, MAJC","9.0"
"I18B","OTHER KNEE PROCEDURES, MINC","9.0"
"I19A","OTHER ELBOW & FOREARM PR, MAJC","9.0"
"I19B","OTHER ELBOW & FOREARM PR, MINC","9.0"
"I20A","OTHER FOOT PROCEDURES, MAJC","9.0"
"I20B","OTHER FOOT PROCEDURES, MINC","9.0"
"I21A","LOC EX&REM DEV HP&FMR, MAJC","9.0"
"I21B","LOC EX&REM DEV HP&FMR, MINC","9.0"
"I23A","LOC EX&REM INT DEV-HP&FMR,MAJC","9.0"
"I23B","LOC EX&REM INT DEV-HP&FMR,MINC","9.0"
"I24A","ARTHROSCOPY, MAJC","9.0"
"I24B","ARTHROSCOPY, MINC","9.0"
"I25A","BONE&JNT DIAG PR INC BIOP,MAJC","9.0"
"I25B","BONE&JNT DIAG PR INC BIOP,MINC","9.0"
"I27A","SOFT TISSUE PROCEDURES, MAJC","9.0"
"I27B","SOFT TISSUE PROCEDURES, MINC","9.0"
"I28A","OTH MUSCULOSKELETAL PR, MAJC","9.0"
"I28B","OTH MUSCULOSKELETAL PR, INTC","9.0"
"I28C","OTH MUSCULOSKELETAL PR, MINC","9.0"
"I29Z","KNEE RECONSTRUCTION/REVISION","9.0"
"I30Z","HAND PROCEDURES","9.0"
"I31A","REV OF HIP REPLACEMENT, MAJC","9.0"
"I31B","REV OF HIP REPLACEMENT, INTC","9.0"
"I31C","REV OF HIP REPLACEMENT, MINC","9.0"
"I32A","REV OF KNEE REPLACEMENT, MAJC","9.0"
"I32B","REV OF KNEE REPLACEMENT, MINC","9.0"
"I33A","HIP REPLACE, NON-TRAUMA, MAJC","9.0"
"I33B","HIP REPLACE, NON-TRAUMA, MINC","9.0"
"I60Z","FEMORAL SHAFT FRACTURES","9.0"
"I61A","DISTAL FEMORAL FRACTURES, MAJC","9.0"
"I61B","DISTAL FEMORAL FRACTURES, MINC","9.0"
"I69A","BONE DISEASES & ARTHROP, MAJC","9.0"
"I69B","BONE DISEASES & ARTHROP, MINC","9.0"
"I71A","OTH MUSCULOTENDINOUS DIS, MAJC","9.0"
"I71B","OTH MUSCULOTENDINOUS DIS, MINC","9.0"
"I72A","SPECIFIC MUSCTENDIN DIS, MAJC","9.0"
"I72B","SPECIFIC MUSCTENDIN DIS, MINC","9.0"
"I73A","AFTCARE MUSCSK IMPL/PROS, MAJC","9.0"
"I73B","AFTCARE MUSCSK IMPL/PROS, INTC","9.0"
"I73C","AFTCARE MUSCSK IMPL/PROS, MINC","9.0"
"I74A","INJ FOREARM,WRIST,HAND,FT,MAJC","9.0"
"I74B","INJ FOREARM,WRIST,HAND,FT,MINC","9.0"
"I75A","INJ SH,ARM,ELB,KN,LEG,ANK,MAJC","9.0"
"I75B","INJ SH,ARM,ELB,KN,LEG,ANK,INTC","9.0"
"I75C","INJ SH,ARM,ELB,KN,LEG,ANK,MINC","9.0"
"I76A","OTH MUSCULOSKELETAL DIS, MAJC","9.0"
"I76B","OTH MUSCULOSKELETAL DIS, MINC","9.0"
"I77A","FRACTURES OF PELVIS, MAJC","9.0"
"I77B","FRACTURES OF PELVIS, MINC","9.0"
"I78A","FRACTURES NECK OF FEMUR, MAJC","9.0"
"I78B","FRACTURES NECK OF FEMUR, MINC","9.0"
"I79A","PATHOLOGICAL FRACTURES, MAJC","9.0"
"I79B","PATHOLOGICAL FRACTURES, INTC","9.0"
"I79C","PATHOLOGICAL FRACTURES, MINC","9.0"
"I80Z","FEMORAL FRACT, TRANSFERRED <2D","9.0"
"J01A","MICRVS TSS TRNS SKN/BRST, MAJC","9.0"
"J01B","MICRVS TSS TRNS SKN/BRST, MINC","9.0"
"J06A","MAJOR PR FOR BREAST DIS, MAJC","9.0"
"J06B","MAJOR PR FOR BREAST DIS, MINC","9.0"
"J07Z","MINOR PR FOR BREAST DIS","9.0"
"J08A","OTH SKN GRF& DBRDMNT PR, MAJC","9.0"
"J08B","OTH SKN GRF& DBRDMNT PR, INTC","9.0"
"J08C","OTH SKN GRF& DBRDMNT PR, MINC","9.0"
"J09Z","PERIANAL & PILONIDAL PROCS","9.0"
"J10A","SKN,TIS&BRST PLASTIC GI, MAJC","9.0"
"J10B","SKN,TIS&BRST PLASTIC GI, MINC","9.0"
"J11A","OTH SKN,SUBC TIS&BRST PR, MAJC","9.0"
"J11B","OTH SKN,SUBC TIS&BRST PR, MINC","9.0"
"J12A","LWR LMB PR +ULC/CEL, MAJC","9.0"
"J12B","LWR LMB PR +ULC/CEL, MINC","9.0"
"J13A","LWR LMB PR -ULC/CEL, MAJC","9.0"
"J13B","LWR LMB PR -ULC/CEL, MINC","9.0"
"J69B","SKIN MALIGNANCY, MINC","9.0"
"K01A","GI FOR DIABETIC COMPL, MAJC","9.0"
"K01B","GI FOR DIABETIC COMPL, INTC","9.0"
"K01C","GI FOR DIABETIC COMPL, MINC","9.0"
"K02Z","PITUITARY PROCEDURES","9.0"
"K03Z","ADRENAL PROCEDURES","9.0"
"K05A","PARATHYROID PROCEDURES, MAJC","9.0"
"K05B","PARATHYROID PROCEDURES, MINC","9.0"
"K06A","THYROID PROCEDURES, MAJC","9.0"
"K06B","THYROID PROCEDURES, MINC","9.0"
"K08Z","THYROGLOSSAL PROCEDURES","9.0"
"K09A","OTH ENDCRN,NUTR&METAB GI, MAJC","9.0"
"K09B","OTH ENDCRN,NUTR&METAB GI, MINC","9.0"
"K10Z","REV & OPEN BARIATRIC PR","9.0"
"K11Z","MAJOR LAP BARIATRIC PR","9.0"
"K12Z","OTHER BARIATRIC PROCS","9.0"
"K13Z","PLAS GI - END,NUT,MET DIS","9.0"
"K40A","ENDO&INVEST PR METAB DIS, MAJC","9.0"
"K40B","ENDO&INVEST PR METAB DIS, MINC","9.0"
"K60A","DIABETES, MAJC","9.0"
"K60B","DIABETES, MINC","9.0"
"K61A","SEV NUTRIT DISTURBANCE, MAJC","9.0"
"K61B","SEV NUTRIT DISTURBANCE, MINC","9.0"
"K62A","MISC METABOLIC DISORDERS, MAJC","9.0"
"K62B","MISC METABOLIC DISORDERS, INTC","9.0"
"K62C","MISC METABOLIC DISORDERS, MINC","9.0"
"K63A","INBORN ERR OF METABOLISM, MAJC","9.0"
"K63B","INBORN ERR OF METABOLISM, MINC","9.0"
"232Z","Community, Intensive extended, 18-64 years, Unknown HoNOS","1"
"233A","Community, Intensive extended, 65+ years, High HoNOS complexity","1"
"233B","Community, Intensive extended, 65+ years, Moderate HoNOS complexity","1"
"233Z","Community, Intensive extended, 65+ years, Unknown HoNOS","1"
"241A","Community, Consolidating gain, 0-17 years, High HoNOS complexity","1"
"241B","Community, Consolidating gain, 0-17 years, Moderate HoNOS complexity","1"
"241Z","Community, Consolidating gain, 0-17 years, Unknown HoNOS","1"
"242A","Community, Consolidating gain, 18-64 years, High HoNOS complexity","1"
"242B1","Community, Consolidating gain, 18-64 years, Moderate HoNOS complexity with High LSP complexity","1"
"242B2","Community, Consolidating gain, 18-64 years, Moderate HoNOS complexity with Moderate LSP complexity","1"
"242Z","Community, Consolidating gain, 18-64 years, Unknown HoNOS","1"
"243A","Community, Consolidating gain, 65+ years, High HoNOS complexity","1"
"243B","Community, Consolidating gain, 65+ years, Moderate HoNOS complexity","1"
"243Z","Community, Consolidating gain, 65+ years, Unknown HoNOS","1"
"291Z","Community, Unknown phase, 0-17 years","1"
"292Z","Community, Unknown phase, 18-64 years","1"
"293Z","Community, Unknown phase, 65+ years","1"
"G67A","OESOPHS & GASTROENTS, MAJC","9.0"
"G67B","OESOPHS & GASTROENTS, MINC","9.0"
"G70A","OTHER DIGESTIVE SYS DIS, MAJC","9.0"
"G70B","OTHER DIGESTIVE SYS DIS, INTC","9.0"
"G70C","OTHER DIGESTIVE SYS DIS, MINC","9.0"
"H01A","PANCREAS,LIVER&SHUNT PR, MAJC","9.0"
"H01B","PANCREAS,LIVER&SHUNT PR, INTC","9.0"
"H01C","PANCREAS,LIVER&SHUNT PR, MINC","9.0"
"H02A","MJR BILIARY TRACT PR, MAJC","9.0"
"H02B","MJR BILIARY TRACT PR, INTC","9.0"
"H02C","MJR BILIARY TRACT PR, MINC","9.0"
"H05A","HEPATOBILIARY DIAG PR, MAJC","9.0"
"H05B","HEPATOBILIARY DIAG PR, INTC","9.0"
"H05C","HEPATOBILIARY DIAG PR, MINC","9.0"
"H06A","OTH HEPTOBILRY&PANCRS GI, MAJC","9.0"
"H06B","OTH HEPTOBILRY&PANCRS GI, INTC","9.0"
"H06C","OTH HEPTOBILRY&PANCRS GI, MINC","9.0"
"H07A","OPEN CHOLECYSTECTOMY, MAJC","9.0"
"H07B","OPEN CHOLECYSTECTOMY, INTC","9.0"
"H07C","OPEN CHOLECYSTECTOMY, MINC","9.0"
"H08A","LAP CHOLECYSTECTOMY, MAJC","9.0"
"H08B","LAP CHOLECYSTECTOMY, MINC","9.0"
"H09Z","LIVER TRANSPLANT","9.0"
"H60A","CIRRHOSIS&ALC HEPATITIS, MAJC","9.0"
"H60B","CIRRHOSIS&ALC HEPATITIS, INTC","9.0"
"H60C","CIRRHOSIS&ALC HEPATITIS, MINC","9.0"
"H61A","MALG HEPATOBIL SYS&PANCR, MAJC","9.0"
"H61B","MALG HEPATOBIL SYS&PANCR, MINC","9.0"
"H62A","PANCREAS DIS -MALIG, MAJC","9.0"
"H62B","PANCREAS DIS -MALIG, MINC","9.0"
"H63A","OTH DISORDERS OF LIVER, MAJC","9.0"
"H63B","OTH DISORDERS OF LIVER, INTC","9.0"
"H63C","OTH DISORDERS OF LIVER, MINC","9.0"
"H64A","BILIARY TRACT DISORDERS, MAJC","9.0"
"H64B","BILIARY TRACT DISORDERS, INTC","9.0"
"H64C","BILIARY TRACT DISORDERS, MINC","9.0"
"H65A","BLEED OESOPHAGEAL VARICES,MAJC","9.0"
"H65B","BLEED OESOPHAGEAL VARICES,INTC","9.0"
"H65C","BLEED OESOPHAGEAL VARICES,MINC","9.0"
"I01A","BL&MLT MJR JNT PR LWR LMB,MAJC","9.0"
"I01B","BL&MLT MJR JNT PR LWR LMB,MINC","9.0"
"I02A","MCRVAS TT/SKIN GRAFT-HAND,MAJC","9.0"
"I02B","MCRVAS TT/SKIN GRAFT-HAND,INTC","9.0"
"I02C","MCRVAS TT/SKIN GRAFT-HAND,MINC","9.0"
"I03A","HIP REPLACEMENT, TRAUMA, MAJC","9.0"
"I03B","HIP REPLACEMENT, TRAUMA, MINC","9.0"
"I04A","KNEE REPLACEMENT, MAJC","9.0"
"I04B","KNEE REPLACEMENT, MINC","9.0"
"I05A","OTHER JOINT REPLACEMENT, MAJC","9.0"
"I05B","OTHER JOINT REPLACEMENT, MINC","9.0"
"I06Z","SPINAL FUSION FOR DEFORMITY","9.0"
"I07Z","AMPUTATION","9.0"
"I08A","OTHER HIP & FEMUR PR, MAJC","9.0"
"I08B","OTHER HIP & FEMUR PR, INTC","9.0"
"I08C","OTHER HIP & FEMUR PR, MINC","9.0"
"I09A","SPINAL FUSION, MAJC","9.0"
"I09B","SPINAL FUSION, INTC","9.0"
"I09C","SPINAL FUSION, MINC","9.0"
"I10A","OTHER BACK & NECK PR, MAJC","9.0"
"I10B","OTHER BACK & NECK PR, MINC","9.0"
"I11Z","LIMB LENGTHENING PROCEDURES","9.0"
"I12A","MISC PR INFC/INFM BNE/JNT,MAJC","9.0"
"I12B","MISC PR INFC/INFM BNE/JNT,INTC","9.0"
"I12C","MISC PR INFC/INFM BNE/JNT,MINC","9.0"
"I13A","HUMER,TIBIA,FIBUL,ANKL PR,MAJC","9.0"
"I13B","HUMER,TIBIA,FIBUL,ANKL PR,INTC","9.0"
"I13C","HUMER,TIBIA,FIBUL,ANKL PR,MINC","9.0"
"I15Z","CRANIO-FACIAL SURGERY","9.0"
"I16Z","OTHER SHOULDER PROCEDURES","9.0"
"I17A","MAXILLO-FACIAL SURGERY, MAJC","9.0"
"I17B","MAXILLO-FACIAL SURGERY, MINC","9.0"
"I63A","SPR,STR&DSL HIP,PEL&THIGH,MAJC","9.0"
"I63B","SPR,STR&DSL HIP,PEL&THIGH,MINC","9.0"
"I64A","OSTEOMYELITIS, MAJC","9.0"
"I64B","OSTEOMYELITIS, MINC","9.0"
"I65A","MUSCULOSK MALIG NEOPLASM, MAJC","9.0"
"I65B","MUSCULOSK MALIG NEOPLASM, MINC","9.0"
"I66A","INFLAM MUSCULOSK DIS, MAJC","9.0"
"I66B","INFLAM MUSCULOSK DIS, MINC","9.0"
"I67A","SEPTIC ARTHRITIS, MAJC","9.0"
"I67B","SEPTIC ARTHRITIS, MINC","9.0"
"I68A","NON-SURG SPINAL DIS, MAJC","9.0"
"I68B","NON-SURG SPINAL DIS, MINC","9.0"
"499C","Overnight GEM - Ungroupable","S4"
"499D","Overnight Psychogeriatric Care - Ungroupable","S4"
"499E","Admitted Non-acute Care - Ungroupable","S4"
"499F","Paediatric Overnight Rehabilitation - Ungroupable","S4"
"499G","Overnight Paediatric Palliative Care - Ungroupable","S4"
"003","Adm_T1_Injury","1.3"
"004","Adm_T1_Poisoning","1.3"
"005","Adm_T1_RespSys Illness","1.3"
"006","Adm_T1_Circulatory system illness","1.3"
"007","Adm_T1_All other MDB groups","1.3"
"A13A","VENTILATION >=336HRS, MAJC","9.0"
"A13B","VENTILATION >=336HRS, MINC","9.0"
"A14A","VENTILATION >=96&<336HRS, MAJC","9.0"
"A14B","VENTILATION >=96&<336HRS, INTC","9.0"
"A14C","VENTILATION >=96&<336HRS, MINC","9.0"
"A15A","TRACHEOSTOMY, MAJC","9.0"
"A15B","TRACHEOSTOMY, INTC","9.0"
"A15C","TRACHEOSTOMY, MINC","9.0"
"A40Z","ECMO","9.0"
"B01Z","VENTRICULAR SHUNT REV","9.0"
"B02A","CRANIAL PROCEDURES, MAJC","9.0"
"B02B","CRANIAL PROCEDURES, INTC","9.0"
"B02C","CRANIAL PROCEDURES, MINC","9.0"
"B03A","SPINAL PROCEDURES, MAJC","9.0"
"B03B","SPINAL PROCEDURES, INTC","9.0"
"B03C","SPINAL PROCEDURES, MINC","9.0"
"B04A","EXTRACRANIAL VASCULAR PR, MAJC","9.0"
"101Z","Admitted, Initial assessment, 0-17 years","1"
"102Z","Admitted, Initial assessment, 18-64 years","1"
"103Z","Admitted, Initial assessment, 65+ years","1"
"111A","Admitted, Acute, 0-17 years, High HoNOS complexity","1"
"111B","Admitted, Acute, 0-17 years, Moderate HoNOS complexity","1"
"111Z","Admitted, Acute, 0-17 years, Unknown HoNOS","1"
"1121A","Admitted, Acute, 18-64 years, Involuntary, High HoNOS complexity","1"
"1121B","Admitted, Acute, 18-64 years, Involuntary, Moderate HoNOS complexity","1"
"1121Z","Admitted, Acute, 18-64 years, Involuntary, Unknown HoNOS","1"
"1122A","Admitted, Acute, 18-64 years, Voluntary, High HoNOS complexity","1"
"1122B","Admitted, Acute, 18-64 years, Voluntary, Moderate HoNOS complexity","1"
"1122Z","Admitted, Acute, 18-64 years, Voluntary, Unknown HoNOS","1"
"113A","Admitted, Acute, 65+ years, High HoNOS complexity","1"
"113B","Admitted, Acute, 65+ years, Moderate HoNOS complexity","1"
"113Z","Admitted, Acute, 65+ years, Unknown HoNOS","1"
"121A","Admitted, Functional gain, 0-17 years, High HoNOS complexity","1"
"121B","Admitted, Functional gain, 0-17 years, Moderate HoNOS complexity","1"
"121Z","Admitted, Functional gain, 0-17 years, Unknown HoNOS","1"
"122A","Admitted, Functional gain, 18-64 years, High HoNOS complexity","1"
"122B","Admitted, Functional gain, 18-64 years, Moderate HoNOS complexity","1"
"122Z","Admitted, Functional gain, 18-64 years, Unknown HoNOS","1"
"123A","Admitted, Functional gain, 65+ years, High HoNOS complexity","1"
"123B","Admitted, Functional gain, 65+ years, Moderate HoNOS complexity","1"
"123Z","Admitted, Functional gain, 65+ years, Unknown HoNOS","1"
"131A","Admitted, Intensive extended, 0-17 years, High HoNOS complexity","1"
"131B","Admitted, Intensive extended, 0-17 years, Moderate HoNOS complexity","1"
"132A","Admitted, Intensive extended, 18-64 years, High HoNOS complexity","1"
"132B","Admitted, Intensive extended, 18-64 years, Moderate HoNOS complexity","1"
"132Z","Admitted, Intensive extended, 18-64 years, Unknown HoNOS","1"
"133A","Admitted, Intensive extended, 65+ years, High HoNOS complexity","1"
"133B","Admitted, Intensive extended, 65+ years, Moderate HoNOS complexity","1"
"133Z","Admitted, Intensive extended, 65+ years, Unknown HoNOS","1"
"141A","Admitted, Consolidating gain, 0-17 years, High HoNOS complexity","1"
"141B","Admitted, Consolidating gain, 0-17 years, Moderate HoNOS complexity","1"
"141Z","Admitted, Consolidating gain, 0-17 years, Unknown HoNOS","1"
"142A","Admitted, Consolidating gain, 18-64 years, High HoNOS complexity","1"
"142B","Admitted, Consolidating gain, 18-64 years, Moderate HoNOS complexity","1"
"142Z","Admitted, Consolidating gain, 18-64 years, Unknown HoNOS","1"
"143A","Admitted, Consolidating gain, 65+ years, High HoNOS complexity","1"
"143B","Admitted, Consolidating gain, 65+ years, Moderate HoNOS complexity","1"
"143Z","Admitted, Consolidating gain, 65+ years, Unknown HoNOS","1"
"191Z","Admitted, Unknown phase, 0-17 years","1"
"192Z","Admitted, Unknown phase, 18-64 years","1"
"193Z","Admitted, Unknown phase, 65+ years","1"
"201Z","Community, Initial assessment, 0-17 years","1"
"202Z","Community, Initial assessment, 18-64 years","1"
"203Z","Community, Initial assessment, 65+ years","1"
"211A","Community, Acute, 0-17 years, High HoNOS complexity","1"
"211B","Community, Acute, 0-17 years, Moderate HoNOS complexity","1"
"211Z","Community, Acute, 0-17 years, Unknown HoNOS","1"
"212A","Community, Acute, 18-64 years, High HoNOS complexity","1"
"212B1","Community, Acute, 18-64 years, Moderate HoNOS complexity with High LSP complexity","1"
"212B2","Community, Acute, 18-64 years, Moderate HoNOS complexity with Moderate LSP complexity","1"
"212Z","Community, Acute, 18-64 years, Unknown HoNOS","1"
"213A","Community, Acute, 65+ years, High HoNOS complexity","1"
"213B","Community, Acute, 65+ years, Moderate HoNOS complexity","1"
"213Z","Community, Acute, 65+ years, Unknown HoNOS","1"
"221A","Community, Functional gain, 0-17 years, High HoNOS complexity","1"
"221B","Community, Functional gain, 0-17 years, Moderate HoNOS complexity","1"
"221Z","Community, Functional gain, 0-17 years, Unknown HoNOS","1"
"222A","Community, Functional gain, 18-64 years, High HoNOS complexity","1"
"222B1","Community, Functional gain, 18-64 years, Moderate HoNOS complexity with High LSP complexity","1"
"222B2","Community, Functional gain, 18-64 years, Moderate HoNOS complexity with Moderate LSP complexity","1"
"222Z","Community, Functional gain, 18-64 years, Unknown HoNOS","1"
"223A","Community, Functional gain, 65+ years, High HoNOS complexity","1"
"223B","Community, Functional gain, 65+ years, Moderate HoNOS complexity","1"
"223Z","Community, Functional gain, 65+ years, Unknown HoNOS","1"
"231A","Community, Intensive extended, 0-17 years, High HoNOS complexity","1"
"231B","Community, Intensive extended, 0-17 years, Moderate HoNOS complexity","1"
"231Z","Community, Intensive extended, 0-17 years, Unknown HoNOS","1"
"232A","Community, Intensive extended, 18-64 years, High HoNOS complexity","1"
"232B1","Community, Intensive extended, 18-64 years, Moderate HoNOS complexity with High LSP complexity","1"
